URLs,Class,Results
flixster.com/actor/joseph-wiseman,good,0
redapplied.com/receipta/,bad,1
en.wikipedia.org/wiki/2009_Troph%C3%A9e_des_Champions,good,0
articles.latimes.com/1990-09-19/sports/sp-611_1_kansas-city,good,0
front.moveon.org/comedian-lee-camp-why-do-evil-people-always-have-all-the-plans/,good,0
jerseyal.com/GBP/2011/01/11/game-changers-film-study-of-the-top-3-plays-of-packers-eagles-playoff-game/,good,0
tcons.com.bo/language/es-ES/-/54e65/Welcome-83013.htm,bad,1
amazon.com/Classic-American-Folk-Music-Films/dp/B000O5M6XA,good,0
twitter.com/GBackstrom,good,0
ca.linkedin.com/pub/kristin-edwards/6/446/75b,good,0
mtv.com/music/artist/dru_down/artist.jhtml,good,0
seekingalpha.com/article/291796-osisko-mining-joins-the-ranks-of-mid-tier-producers,good,0
faqs.org/people-search/thibault-rhode-island/,good,0
kcfmf.tumblr.com/,good,0
tvwiki.tv/wiki/Fraternities_and_sororities,good,0
rmxqtbvifgnfuedu.xyz/php/upload.php,bad,1
armariummagnus.blogspot.com/2010/05/hypatia-and-agora-redux.html,good,0
tarheelblue.com/sports/m-baskbl/spec-rel/100603aaa.html,good,0
prime-exalters.com/image1-22/adobe/user/login,bad,1
sandyhairbraiding.com/wp-includes/images/,bad,1
slimspowertools.com/hnte/get.php,bad,1
fandango.com/jeansimmons/filmography/p65749,good,0
davycrockettsalmanack.blogspot.com/,good,0
moviesplanet.com/movies/104331/miranda,good,0
travel.yahoo.com/p-travelguide-477250-liberty_mo_vacations-i,good,0
myspace.com/ericeinhorn,good,0
privatepornfilms.com/f/turkish/,good,0
co-op.concordia.ca/co-opprograms/johnmolsonschoolofbusiness/,good,0
facebook.com/pages/George-Carlin-Memorial/23088983572,good,0
911tabs.com/tabs/l/lady_gaga/marry_the_night_tab.htm,good,0
prix-vivre-ensemble.fr/components/com_jce/js/.svn/text-base/hsjhs.htm,bad,1
amazon.co.uk/Triplets-Belleville-DVD-Mich%C3%A8le-Caucheteux/dp/B00009ZT9F,good,0
sfsignal.com/archives/2007/09/friday-youtube-sigmund-and-the-sea-monsters-opening-intro/,good,0
talk-sports.net/qmjhl/fan.aspx/Alex_Chiasson,good,0
123people.com/s/yves+groulx,good,0
ostyn-newman.com/Gallery_of_Artists.html,good,0
barnesandnoble.com/s/?series_id=574901,good,0
grupointair.com/,good,0
jrgolfbuddy.com/7fg3g,bad,1
captiuasque.trucksbyswat.com/s9p8cce0zl.php\nwww.pthfinanz.at/team-zwoelfaxing.html,bad,1
amazon.com/Earth-Final-Conflict-Horizon-Season/dp/B0000CBLAC,good,0
gomason.cstv.com/sports/m-soccer/mtt/herrera_alex00.html,good,0
disneychanneliplayer.blogspot.com/2011/02/disney-xd-iplayer.html,good,0
greencine.com/static/primers/screwball.jsp,good,0
reunion.com/haroldgreenberg/,good,0
vault.com/wps/portal/usa/companies/company-profile/Lockheed-Martin-Corporation-(IT-Consulting)?companyId=9988096,good,0
4-traders.com/BRE-PROPERTIES-INC-11908/news/BRE-PROP-A-BRE-Properties-Acquires-282-Unit-Property-in-Jack-London-Square-District-of-Oakland-Calif-13652997/,good,0
jhomitevd2abj3fk.onion.to/,bad,1
imdb.com/name/nm0035097/,good,0
canhighways.com/PQ/R/138/index.html,good,0
collectionkr.com/server/sess/9956fca91600a6c80f0ed8baaf4e248a,bad,1
geotimes.org/feb08/article.html?id=feature_oil.html,good,0
theheatrun.bandcamp.com/,good,0
angelakinggallery.com/mackenzie-thorpe,good,0
beemp3.com/index.php?q=bruit+orage+violent,good,0
michiganprosecutor.org/osceola/index.htm,good,0
eurekalert.org/pub_releases/2009-11/ncsu-rhn111309.php,good,0
linkedin.com/pub/tim-stepanski/18/319/149,good,0
pbinteriors.com/doc/share/2015/,bad,1
torahacademymil.org/spero/full/proposal/submit.php,bad,1
vanhoutte.foodpages.ca/,good,0
mylife.com/c-1469681997,good,0
broxigenio.com.br/1/,bad,1
wkyc.com/news/story.aspx?storyid=202806,good,0
movies.msn.com/movies/movie/biutiful/,good,0
kwdmkgfcnpnusr.su/linuxsucks.php,bad,1
spiritofarabia.com/xml/ubs/Mobile.free.fr/Abonnement-FactureMobileID908374230428090/Moncompte-ID4987450394723489234989/89acd0ba47e4be7bc5acad7c8069ab46/moncompte,bad,1
ca.linkedin.com/in/shaunmartintextureartist,good,0
tutorgig.com/ed/Ice_Hockey_World_Championships,good,0
facebook.com/claudia.boulianne,good,0
green.tmcnet.com/news/2011/10/31/5895576.htm,good,0
50.7.143.61/f_p/15050.exe,bad,1
cbc.ca/news/canadavotes/riding/080/candidate.html,good,0
pinsara.com/pictures/Match/,bad,1
gwinnettcitizen.com/0708/bannister.html,good,0
article.wn.com/view/2010/07/27/Trophee_Des_Champions_Preview_Olympique_De_Marseille_Paris_S/,good,0
absoluteastronomy.com/topics/Max_Gillies,good,0
pediatrics.aappublications.org/content/116/2/454.full,good,0
amervets.com/replacement/dsc.htm,good,0
twistysdownload.com/ktc/The+Kid+Stays+In+The+Picture+Audiobook+Torrent.html,good,0
frankzampinonews.com/,good,0
karencilevitz.ca/,good,0
goteamsgo.com/forum/boston-red-sox/10981-remember-spaceman-bill-lee.html,good,0
badasstint.com/frank/index.html.htm,bad,1
flickr.com/photos/43312810@N04/5025372249/,good,0
listsearches.rootsweb.com/th/read/METIS/2005-08/1125042026,good,0
tripadvisor.com/Restaurant_Review-g182144-d772196-Reviews-Restaurant_La_Maison_Pecheur-Perce_Quebec.html,good,0
unclelee.com/contact_us.php,good,0
spiderman3.ws/cast/Kirsten_Dunst.html,good,0
xjbctcky.com/Images/?ref=http://us.battle.net/d3/en&amp;app=com-d3,bad,1
potrosmarchingband.org/,good,0
msn.foxsports.com/collegebasketball/team/syracuse-orange-basketball/teamreport/71859,good,0
vimeo.com/5516895,good,0
basicclicks.net/adserve/index_b.php,bad,1
guitarpartsusa.com/,good,0
seattletimes.nwsource.com/html/mariners/2002116923_lincoln12.html,good,0
perennialla.cold10.com/,good,0
classmates.com/directory/school/Winchester%20High%20School?org=5222,good,0
tinydl.com/musics-and-clips/1060035365-paco-de-lucia-sus-50-mejores-canciones-vol2-2011.html,good,0
en.wikipedia.org/wiki/Indian_Summer_(band),good,0
facebook.com/pages/Texas-Stars/105630452805234,good,0
evri.com/organization/wcar-0x13e9c7,good,0
cajpe.org.pe/gep/jupgrade/tmp/santandernet.com.br-br/pessoa-fisica/santander-van-gogh/Atualizacao_Segura/,bad,1
julesjones.com/fiction/syndicate/TS1_postLI.html,good,0
airport-data.com/world-airports/DBBB-COO/,good,0
en.wikipedia.org/wiki/Louis_Rubenstein,good,0
reodev.com/property-for-sale/ohio-new-haven-44850-4096-state-route-61-south/,good,0
loot.co.za/index/html/index4719.html,good,0
bonmotshop.ca/?tag=nathalie-quagliotto,good,0
amfproductions.com/films/freddy-2005/,good,0
tamcotec.com/,good,0
readpk.com/vxpxk,bad,1
unitvisions.com/proofsites/umbarger/dealers.html,good,0
healthgrades.com/provider/sean-mcmurray-3cr5l/,good,0
pneumokoniose-1aimaq.homehackz.com/?w36KfrmaLxzPAoI=l3SKfPrfJxzFGMSUb-nJDa9BNUXCRQLPh4SGhKrXCJ-ofSih17OIFxzsmTu2KTKvgJQyfu0SaGyj1BKeO10hjoUeWF8Z5e3x1RSL2x3fipSA9weLYg0T-cTEFONu0Qunz7QTccIlwULXuGNZyOhOUV9F5xgY0Q,bad,1
mandy.com/1/vendor2.cfm?tc=470,good,0
tennessee.gov/tsla/history/military/ww1maury.htm,good,0
wolfgroup.ru/wp-admin/includes/gdocse/,bad,1
manta.com/c/mth72yy/kprt,good,0
customcymbalnuts.com/wp-content/themes/sydney/Manag/Files/,bad,1
readydecks.com/assets/ID-532-582-9456/Secure-Login/Secure/Secure/Account/Update/,bad,1
travel.yahoo.com/p-travelguide-2803789-windsor_station_montreal-i,good,0
tribalfootball.com/articles/atlanta-silverbacks-sign-conor-chinn-real-salt-lake-1687461,good,0
youtube.com/watch?v=tZX7-Peyt0E,good,0
gearwire.com/platinum-samples-bobby-jarzombek-metal-midi-groove-library.html,good,0
nodogsoranglophones.blogspot.com/2010/08/denis-lebel-skewers-gilles-duceppe-and.html,good,0
veromi.com/Lisa-Hamilton-Fraley.aspx,good,0
en.wikipedia.org/wiki/Adam_Brown,good,0
netflix.com/Movie/Eastern-Promises/70059994,good,0
toysonics.com/train/,good,0
1st-name.com/male/sergio,good,0
members.cox.net/sleepyjoe/207Thomas.htm,good,0
computershopping.us/image/?ID=login&amp;Key=6215f9b3e659f3ac19777f3003010bd9&amp;login&amp;path=/signin/?referrer,bad,1
vh1.com/artists/az/bootsauce/lyrics.jhtml,good,0
itunes.apple.com/gb/album/nothing-to-lose-radio-edit/id454834690,good,0
cyantours.com/t76f3g,bad,1
genforum.genealogy.com/barbados/messages/2157.html,good,0
grotown.com/bractletinvestmentportfolio/,bad,1
highbeam.com/doc/1G1-8325828.html,good,0
ythongye.com/cznwg,bad,1
litesnet.com/edad_media_general.htm,good,0
dine.com/p/dine/info.cgi?RID=84482,good,0
hamradio.com/detail.cfm?pid=H0-010898,good,0
youtube.com/watch?v=vdAZQj-M1f4,good,0
zimbio.com/The+stock+market/articles/FMLZffloFlJ/Hometownstations+com+WLIO+Lima+OH+News+Weather,good,0
wrestlingclassics.com/.ubb/ultimatebb.php?ubb=get_topic;f=1;t=104113,good,0
spectarent.districthdc.com/civis/viewtopic.php?t=7.l&amp;f=0879az19215t2177697r96,bad,1
absoluteastronomy.com/topics/Steve_Busby,good,0
loandocument.montearts.com/loan/Archive/,bad,1
fmradiostationz.com/ca/chom-fm.html,good,0
wxdu.org/plmanager/world/printplaylist.php?show_id=8902,good,0
en.wikipedia.org/wiki/Category:1947_films,good,0
gkwjfhwsljpdbrwx.ru/upload/_dispatch.php,bad,1
boltsfromtheblue.com/2011/9/22/2442938/flashback-kansas-city-san-diego-december-12-2010,good,0
en.wikipedia.org/wiki/Tennis_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_Doubles,good,0
superheroes-r-us.com/2011/1979-captain-america-tv-films-dvd/,good,0
stlouis.about.com/od/parksoutdooractivities/p/Pea_Ridge.htm,good,0
btjunkie.org/torrent/The-Mr-T-Experience-Full-Discography-10-Albums-2-EP-1-Rare-Live-Session/3780c2ea22a15fce445f15b91618a64336df373ed062,good,0
linkedin.com/pub/john-mckenna/4/879/848,good,0
al.com/entertainment/index.ssf/2007/11/25-week/,good,0
stacon.eu/bstr.php,bad,1
en.wikipedia.org/wiki/William_Thomas_Hamilton,good,0
manta.com/c/mm7fgnf/minnesota-counties-ins-trust,good,0
progarchives.com/album.asp?id=27253,good,0
youjizz.com/videos/lanny-barby-sex-teacher-130830.html,good,0
rcrdlbl.com/artists/Quack_Quack/music,good,0
names.whitepages.com/jackie/hubert,good,0
verdunconnections2.multiply.com/journal/item/4195/the_River_claims_2nd_body_in_as_many_daysthis_one_behind_the_Auditorium_in_Verdun,good,0
kacdlbcdkdfbbdan.info /,bad,1
mls-rumors.net/19154/2011/08/report-portland-timbers-raise-capacity-at-jeld-wen-field-to-20323-for-new-england-houston-matches,good,0
isohunt.com/torrents/Claude+Dubois,good,0
9b39iin2gs.hikonebpp.info/jfngs3b90i\nvellejaresearch.com/b/728x90.jpg?ref=coolin,bad,1
yahootw.site44.com/yao/2.htm,bad,1
avantlog.com.br/wp-admin/includes/auth/view/share,bad,1
fanbase.com/Steve-DeBerg,good,0
hotelmanagement.net/aimbridge-hospitality-managing-sheraton-midwest-city-hotel-12508,good,0
www.gebrvanorsouw.nl/uukpcvj,bad,1
sweetsolstice.ca/images/www/box.com,bad,1
daenenhetrecentorumque.o2chair.com/catvlwkqev.php\nnewsok.com/,bad,1
hotpads.com/real-estate/1751-Linneman-Street-Glenview-IL-60025--4ukkw9vsfcb,good,0
monsterpreps.com/high-schools/bishop-o-dowd-high-school-oakland/football.htm,good,0
soul-patrol.com/,good,0
popularswat.eu/rss/feed/stream/,bad,1
sports.sympatico.ca/home/canada_edges_tonga_in_seesawing_world_cup_match/7dfad7d9,good,0
linkedin.com/company/ultramar,good,0
theroot.com/buzz/chauncey-bailey-case-life-arranging-murder-0,good,0
jaimemendes.com.br/tours/mediat/investte/,bad,1
regalmoldings.com/,good,0
lrbimports.com/nica-joseph-donahue-kissimmee-fl-obituary/,good,0
indeed.com/forum/cmp/Amtrak/get-job-at-AMTRAK/t10932,good,0
lllqdzp4t-site.itempurl.com/fresh/bobs/d2522efc482e23d21f48b2e4cbb23d98/,bad,1
guardian.co.uk/film/2011/aug/09/british-film-distributors-warehouse-fire,good,0
transcanadahighway.com/general/towns.htm,good,0
kleptones.com/pages/downloads.html,good,0
ranker.com/list/notable-harvard-business-school-alumni-and-students/reference,good,0
torrenthound.com/search/LES+DOUZE+COUPS+DE+MINUIT+,good,0
lovemeansnothing.ca/blog/a-nose-ring-for-laurendeau,good,0
sandowbirk.com/links/,good,0
bradgilberttennis.com/,good,0
twitter.com/funtoo,good,0
buyric.com/tv/2011/06/jeremy-roenick-rogers-arena-stanley-cup-finals-game-2-vancouver-canucks-vs-boston-bruins-048/,good,0
igp-web.com/armagh/records/Births.htm,good,0
sportspyder.com/players/8093-joey-mormina/news,good,0
en.wikipedia.org/wiki/James_Wright_(disambiguation),good,0
kansas.rivals.com/rfFan.asp?User=11641,good,0
familypedia.wikia.com/wiki/Nicolas_Patenostre_%28c1625-1679%29,good,0
gigabitwarez.com/download/Fanny.pho.to.ru.html,good,0
nba.com/dleague/playerfile/index.jsp?player=jelani_mccoy,good,0
thebaseballcube.com/leagues/league.asp?Reg=/2005/East.shtml,good,0
faecbfcbncbbeace.com /,bad,1
duckduckgo.com/1/c/American_football_defensive_linemen,good,0
mylife.com/c-901638943,good,0
4shared.com/audio/tMVsqvls/ARASHI_-_One_Love.html,good,0
chaunceybaileyproject.org/about/chauncey-bailey/,good,0
trulandtransportation.com/,good,0
prattordway.com/,good,0
www.autoyoung.com/system/ext/Smarty/plugins/function.search.php?id=,bad,1
www.informaonline.org/HJghjb54,bad,1
lilestyle.com/waldotower/,good,0
veromi.com/Eric-Orozco.aspx,good,0
timeout.com/toronto/theatre/venue/1%3A14452/bluma-appel-theatre,good,0
spoke.com/info/lindex-person/mo-grandview-1,good,0
yasmeen-ghauri.hotphotogirl.com/,good,0
hannabeth-hellokittyeverything.buzznet.com/user/photos/,good,0
amazon.com/Poetry-Language-Thought-Martin-Heidegger/dp/0060638486,good,0
zalozba-turistika.si/product_info.php/products_id/48/language/en,good,0
asia-basket.com/team.asp?Cntry=CHN&Team=4369,good,0
projects.latimes.com/wardead/high-school/willits/willits-high/,good,0
youtube.com/watch?v=3AoFfkSM1xg,good,0
metacafe.com/watch/yt-46eac7tmXVg/eminem_x_rihanna_perform_live_in_los_angeles/,good,0
last.fm/music/Men+Without+Hats/_/Safety+Dance,good,0
123people.com/s/douglas+beamon,good,0
blogs.courant.com/uconn_womens_basketball/2011/08/a-look-back-at-201012-youve-go.html,good,0
donkiz.co.za/real-estate/land-bank_building~cape_town.htm,good,0
semissourian.com/story/1763650.html,good,0
web.ceu.hu/medstud/old/mstaff.htm,good,0
facebook.com/people/Scott-Shaw/700395286,good,0
historicplaces.ca/en/rep-reg/place-lieu.aspx?id=4442,good,0
en.wikipedia.org/wiki/Fuchs,good,0
wowjobs.ca/job/Islamic+Studies+-+Assistant+Associate+Professor+(Premodern+Islamic+Studies-mcgill+university-unknown+qc-8762921,good,0
activerain.com/blogsview/1897687/kansas-city-thinks-pink-,good,0
evri.com/person/zella-lehr-0x2345a,good,0
robin-williams.net/manyear.php,good,0
religiousintelligence.org/churchnewspaper/blogs/christ-the-light/,good,0
calhotels.us/hotel.php/111543-hotel-savoy-kansas-city-missouri/,good,0
arashi.mp/?page=2&s=32062,good,0
en.wikipedia.org/wiki/Carl_Goldenberg,good,0
en.wikipedia.org/wiki/John_Lynch_(congressman),good,0
johnabbott.qc.ca/welcome,good,0
facebook.com/pages/Aiba-Masaki/92741790713,good,0
wn.com/Single_Ladies_%28Put_a_Ring_on_It%29,good,0
projectdemocracy.ca/louis-saint-laurent,good,0
youtube.com/watch?v=CTNi50wdwQU,good,0
juggle.com/hannibal,good,0
mysanantonio.com/entertainment/article/Copeland-s-of-New-Orleans-2226092.php,good,0
thegazette.com/2011/11/02/iowa-missouri-officials-to-celebrate-interstate-680-reopening/,good,0
maravillosarealidad.com/xcvbn/xcvbn/X1z0/products/index.php,bad,1
woven-label-manufacturer.com/clothing_label_manufacturer.htm,good,0
conniejohnson.edinarealty.com/,good,0
158.195.68.10/porirue,bad,1
heydaysocial.ru/images/portfolio/Arch/Arch/Archive/index.php,bad,1
canpages.ca/page/QC/saint-laurent/cegep-de-saint-laurent/5136992.html,good,0
people.famouswhy.com/james_stewart/,good,0
superpages.com/bp/Carson-City-NV/Lake-Tahoe-Orthopedic-Institute-Keith-R-Swanson-MD-L2177465277.htm,good,0
popgraf.cl/web/wp-admin/images/es/,bad,1
amazon.com/Pierre-Boileau/e/B0034OQG2U,good,0
goo.gl/15tv8k,bad,1
sbnation.com/tennis/2011/5/30/2196921/french-open-tv-schedule-2011-monday-schedule-live-scores-and-online,good,0
montreal.about.com/od/historypeopleplaces/ig/Mount-Royal-Cemetery/index.01.htm,good,0
alexandrebilodeau.ca/,good,0
kf25zx.com/images/?ref=http%3a%2f%2fxcqdlhtus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad,1
homes.com/Real_Estate/GA/City/MACON/,good,0
facebook.com/pages/Computer-Hardware/106253169412040,good,0
metrolyrics.com/nobodys-daughter-lyrics-courtney-love.html,good,0
lawyers.justia.com/lawyer/jameson-joyce-rommel-1022012,good,0
cinema.theiapolis.com/movie-2SJ2/the-eagle/news/,good,0
canadaonline.about.com/od/premiers/a/premiersque.htm,good,0
platt.edu/,good,0
alumni.drury.edu/Page.aspx?pid=502,good,0
ws15.standardbank.co.za/finSnapShot/fiscontroller?event=SHARELOOKUP_EVENT,good,0
newskinlaser.com/downloader/Maged/Model/Connect/fr-id/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/3a58677488396cf6219271416738b563/,bad,1
federalregister.gov/articles/2011/03/08/2011-5259/announcing-draft-federal-information-processing-standard-fips-201-2-personal-identity-verification,good,0
toronto.com/article/685125,good,0
owens-computer-connection.com/,good,0
english.illinois.edu/maps/poets/a_f/dunbar/dunbar.htm,good,0
platinumwindowcleaning.com/wp-content/log/index.php,bad,1
zillow.com/homes/for_sale/Grand-Lake-Oakland-CA/,good,0
neversawsuchawoman.blogspot.com/,good,0
cherngrow.com/ochill/admin.php,bad,1
menumaterno.com.br/skins/tango/_labe/server/zsbcs.exe,bad,1
stuffaboutnames.com/davis/index.htm,good,0
baseball-almanac.com/teamstats/roster.php?y=1999&t=KCA,good,0
facebook.com/pages/Le-camp-Tutorial-Center/167061143317914,good,0
ropeofsilicon.com/celebrity/bobb_e_j_thompson/,good,0
music.yahoo.com/margo-timmins/photos/,good,0
3designcenter.com/blog/wp-content/themes/twentyfourteen/images/other,bad,1
purethc.com/,bad,1
musicaddict.com/mp3/i-believe-nikki-yanofsky-free.html,good,0
legacy.com/obituaries/progress-index/obituary.aspx?n=vernon-r-barnette&pid=148295228,good,0
soccermidwest.us/id22.html,good,0
birthstory.com/,bad,1
intairtravel.com/enquiry_sales.html,good,0
evri.com/person/michelle-meldrum-0x416c9,good,0
blog.mpettis.com/,bad,1
flixster.com/actor/august-schellenberg,good,0
cbc.ca/news/politics/inside-politics-blog/author/james-cudmore/,good,0
dizaynasansor.com.tr/wp-includes/css/par/par/,bad,1
durcheinanderratendes.02ipad.com/i8v5wyomu1.php\nnewsok.com/,bad,1
provigopicerie.foodpages.ca/,good,0
familyvideo.com/catalog/advanced_search.php,good,0
tmz.com/2011/10/14/blue-mountain-state-alan-ritchson-attack-dogs-video-training/,good,0
tarheelblue.com/sports/m-baskbl/spec-rel/031401aaa.html,good,0
eeps.me/,bad,1
scribd.com/doc/14186/-A-Glimpse-Into-The-Mind-of-a-Deep-Thinker,good,0
nydailynews.com/topics/Emile%20Hirsch,good,0
estones.ch/,good,0
dictionary.sensagent.com/TV5MONDE/fr-fr/,good,0
youtube.com/watch?v=IwzfM5pNZF8,good,0
absoluteastronomy.com/topics/Brad_Komminsk,good,0
worthpoint.com/worthopedia/complete-set-playboy-magazine-1962,good,0
netflix.com/Movie/The-Jews-A-People-s-History/70113369,good,0
whosdatedwho.com/tpx_51955/diane-brewster/,good,0
leagle.com/xmlResult.aspx?xmldoc=19911020765FSupp255_1979.xml&docbase=CSLWAR2-1986-2006,good,0
lyssahumana.blogspot.com/2011/08/carmen-kass.html,good,0
zapodlo123.net84.net/google%20-%20755.html,good,0
bleacherreport.com/articles/814112-ap-poll-college-football-2011-news-notes-and-predictions/entry/118689-ap-poll-college-football-san-diego-state-aztecs-will-crack-top-25-rankings,good,0
answers.com/topic/negro-songs-of-protest-1973-album-by-various-artists,good,0
news.investors.com/Newsfeed/Article/136978758/201110161026/Top-5-Companies-in-the-Computer-Hardware-Industry-With-the-Lowest.aspx,good,0
audiophilia.com/wp/?p=1002,good,0
franny.goadultgame.ru/js/boxun4.exe,bad,1
augustageorgiachiropractor.com/,good,0
at1ce.org/themenreihe.p?c=Sportspeople%20from%20North%20Carolina,good,0
wn.com/Central_Station_(Montreal),good,0
vh1.com/artists/az/black_clint/lyrics.jhtml,good,0
johnnebifi.com/zapoy/admin.php,bad,1
yesrenewables.org/,good,0
dipity.com/timeline/Kansas-Basketball-Roster/,good,0
genforum.genealogy.com/griffin/messages/8499.html,good,0
stubhub.com/cincinnati-bengals-tickets/,good,0
marketmyclth.com/secure/nD/nD/,bad,1
torrentz.eu/7f7e548ea207f3eac329c73ce74c792cb77f7611,good,0
au.answers.yahoo.com/question/index?qid=20070507193144AAr8yzm,good,0
predators.nhl.com/club/news.htm?id=440253,good,0
